Nama_Hotel,Top_Positif_Phrase,Bobot_Pos,Top_Negatif_Phrase,Bobot_Neg
Hotel Dafam Cilacap,dafam cilacap,0.9027,ga jadi,-1.2218
Hotel Dafam Cilacap,kamarnya nyaman,0.8792,saat masuk,-1.2002
Hotel Dafam Cilacap,tempatnya nyaman,0.8705,kurang dingin,-1.1863
Hotel Dafam Cilacap,tempat nyaman,0.8184,kurang nyaman,-1.1587
Hotel Dafam Cilacap,kota cilacap,0.8051,diem aja,-1.1515
Hotel Dafam Cilacap,makanannya enak,0.7663,buruk pelayanannya,-1.1515
Hotel Dafam Cilacap,sarapan enak,0.7643,aja sih,-1.1454
Hotel Dafam Enkedeli Thamrin-Jakarta,makanan enak,0.5865,kalau memang,-0.8511
Hotel Dafam Enkedeli Thamrin-Jakarta,dekat sarinah,0.5543,ramah namun,-0.8374
Hotel Dafam Enkedeli Thamrin-Jakarta,menginap disini,0.51,tidak nyaman,-0.8359
Hotel Dafam Enkedeli Thamrin-Jakarta,tempat bagus,0.4317,bed ternyata,-0.8143
Hotel Dafam Enkedeli Thamrin-Jakarta,pusat kota,0.4259,twin bed,-0.8067
Hotel Dafam Enkedeli Thamrin-Jakarta,nyaman bersih,0.4157,mandi licin,-0.7751
Hotel Dafam Enkedeli Thamrin-Jakarta,tempat strategis,0.4039,tempat tidur,-0.7673
Hotel Dafam Enkedeli Thamrin-Jakarta,staff ramah,0.3817,lokasi jelas,-0.7638
Hotel Dafam Enkedeli Thamrin-Jakarta,baru bersih,0.3542,tempat parkirnya,-0.7623
Hotel Dafam Enkedeli Thamrin-Jakarta,tengah kota,0.3503,mandi berisik,-0.7282
Hotel Dafam Fortuna Jember,pelayanan ramah,1.0787,parkir susah,-1.2534
Hotel Dafam Fortuna Jember,kota jember,0.9916,naik turun,-1.1154
Hotel Dafam Fortuna Jember,kolam renang,0.9789,nunggu lama,-1.102
Hotel Dafam Fortuna Jember,fasilitas lengkap,0.9408,kurang nyaman,-1.0712
Hotel Dafam Fortuna Jember,dekat kampus,0.9111,sarapan kurang,-0.9629
Hotel Dafam Fortuna Jember,meotel jember,0.8469,tidak fresh,-0.9624
Hotel Dafam Fortuna Jember,pelayanannya bagus,0.776,refill lama,-0.961
Hotel Dafam Fortuna Jember,bersih nyaman,0.7488,bau apek,-0.9565
Hotel Dafam Fortuna Jember,tempat nyaman,0.7347,lama sampe,-0.8931
Hotel Dafam Fortuna Jember,makanannya enak,0.7125,tidak disediakan,-0.8838
Hotel Dafam Fortuna Seturan-Yogyakarta,mini zoo,1.4506,ga nyaman,-1.2175
Hotel Dafam Fortuna Seturan-Yogyakarta,dafam seturan,1.2741,baru kali,-1.1746
Hotel Dafam Fortuna Seturan-Yogyakarta,pelayanan ramah,1.2018,pesan deluxe,-1.0896
Hotel Dafam Fortuna Seturan-Yogyakarta,lokasi strategis,1.1563,kurang memuaskan,-1.0773
Hotel Dafam Fortuna Seturan-Yogyakarta,banyak tempat,1.0617,terlalu kecil,-1.0493
Hotel Dafam Fortuna Seturan-Yogyakarta,makanannya enak,1.0152,tidak sesuai,-1.0154
Hotel Dafam Fortuna Seturan-Yogyakarta,harga terjangkau,0.9701,dua kali,-0.9652
Hotel Dafam Fortuna Seturan-Yogyakarta,mba amanda,0.9581,bau pesing,-0.9445
Hotel Dafam Fortuna Seturan-Yogyakarta,menginap disini,0.9417,harus menunggu,-0.8821
Hotel Dafam Fortuna Seturan-Yogyakarta,breakfast enak,0.8971,sampai jam,-0.8792
Hotel Dafam Linggau-Lubuk Linggau,bersih nyaman,1.092,tidak sesuai,-1.5785
Hotel Dafam Linggau-Lubuk Linggau,nyaman bersih,1.0013,kurang enak,-1.537
Hotel Dafam Linggau-Lubuk Linggau,lubuk linggau,0.903,msh baru,-1.5297
Hotel Dafam Linggau-Lubuk Linggau,makanannya enak,0.7306,kurang memuaskan,-1.4553
Hotel Dafam Linggau-Lubuk Linggau,staff ramah,0.7058,aja kurang,-1.4155
Hotel Dafam Linggau-Lubuk Linggau,hotelnya nyaman,0.6903,room service,-1.2797
Hotel Dafam Linggau-Lubuk Linggau,bagus bersih,0.6395,pintu balkon,-1.1944
Hotel Dafam Linggau-Lubuk Linggau,kolam renangnya,0.6135,bagus tp,-1.1111
Hotel Dafam Linggau-Lubuk Linggau,tempatnya nyaman,0.6028,sarapan kurang,-0.9858
Hotel Dafam Linggau-Lubuk Linggau,view bagus,0.5851,fresh berbau apek,-0.9607
Hotel Dafam Pacificcaesar-Surabaya,pelayanan ramah,0.6517,maaf ya,-1.3187
Hotel Dafam Pacificcaesar-Surabaya,nyaman bersih,0.54,hampir jam,-1.1354
Hotel Dafam Pacificcaesar-Surabaya,kamarnya bersih,0.5211,buat apa,-0.9901
Hotel Dafam Pacificcaesar-Surabaya,makanannya enak,0.5102,tidak enak,-0.9541
Hotel Dafam Pacificcaesar-Surabaya,staff ramah,0.4917,jauh aja,-0.8686
Hotel Dafam Pacificcaesar-Surabaya,kamarnya luas,0.4848,resepsionis kurang,-0.7906
Hotel Dafam Pacificcaesar-Surabaya,bersih nyaman,0.4383,pelayanan resepsionis kurang,-0.7906
Hotel Dafam Pacificcaesar-Surabaya,mas iron,0.4268,pelayanan resepsionis,-0.7906
Hotel Dafam Pacificcaesar-Surabaya,bersih rapi,0.4185,room service,-0.7085
Hotel Dafam Pacificcaesar-Surabaya,surabaya timur,0.4166,saat mandi,-0.7075
Hoteldafam Pekalongan,pelayanan ramah,1.1265,pelayanan kurang,-1.5568
Hoteldafam Pekalongan,makanannya enak,1.0604,kurang ramah,-1.5414
Hoteldafam Pekalongan,makanan enak,0.9848,ac berisik,-1.4449
Hoteldafam Pekalongan,tengah kota,0.9796,tidak ramah,-1.3607
Hoteldafam Pekalongan,fasilitas lengkap,0.9564,tidak bagus,-1.0201
Hoteldafam Pekalongan,kolam renangnya,0.8156,perlu banyak,-0.9876
Hoteldafam Pekalongan,bersih nyaman,0.8103,depan pintu,-0.9453
Hoteldafam Pekalongan,ruang meeting,0.7813,terlalu banyak,-0.8933
Hoteldafam Pekalongan,parkir luas,0.7795,tidak direkomendasikan,-0.8401
Hoteldafam Pekalongan,nyaman bersih,0.7632,keran shower,-0.8264
Hotel Dafam Pekanbaru,pelayanan ramah,1.345,tidak sesuai,-1.9388
Hotel Dafam Pekanbaru,bersih nyaman,1.1891,tidak profesional,-1.7766
Hotel Dafam Pekanbaru,nyaman bersih,1.0679,keamanan kurang,-1.6079
Hotel Dafam Pekanbaru,lokasi strategis,0.9314,kurang bagus,-1.5362
Hotel Dafam Pekanbaru,staff ramah,0.9146,bau apek,-1.3897
Hotel Dafam Pekanbaru,pusat kota,0.8692,seperti tidak,-1.2406
Hotel Dafam Pekanbaru,pelayanan bagus,0.8085,tidak tersedia,-1.2336
Hotel Dafam Pekanbaru,tempat nyaman,0.7878,pelayanan buruk,-1.221
Hotel Dafam Pekanbaru,bagus bersih,0.7715,twin bed,-1.2077
Hotel Dafam Pekanbaru,makanan enak,0.7573,smoking room,-1.1852
Hotel Dafam Rio Bandung,bersih nyaman,1.0979,wifi aja,-1.3483
Hotel Dafam Rio Bandung,lokasi strategis,0.8974,free aja,-1.3394
Hotel Dafam Rio Bandung,nyaman bersih,0.8748,sarapan kurang,-1.2882
Hotel Dafam Rio Bandung,pelayanan ramah,0.7453,kecil kurang,-1.1753
Hotel Dafam Rio Bandung,pelayanan baik,0.7134,kurang nyaman,-1.1366
Hotel Dafam Rio Bandung,pusat kota,0.6428,cuman pegawai kurang,-1.034
Hotel Dafam Rio Bandung,tengah kota,0.6149,cuman pegawai,-1.034
Hotel Dafam Rio Bandung,kamarnya luas,0.6061,kurang bersih,-1.0228
Hotel Dafam Rio Bandung,kemana mana,0.5876,kurang privasi,-0.9665
Hotel Dafam Rio Bandung,bagus bersih,0.5864,bagus hotelnya,-0.9608
"Hotel Dafam Savvoya-Seminyak,Bali",harga terjangkau,1.2112,kurang bersih,-2.2359
"Hotel Dafam Savvoya-Seminyak,Bali",tempat bagus,0.9216,tidak terawat,-1.3696
"Hotel Dafam Savvoya-Seminyak,Bali",lokasi strategis,0.8317,pelayanan buruk,-1.3026
"Hotel Dafam Savvoya-Seminyak,Bali",tempat nyaman,0.817,sama tidak,-1.2381
"Hotel Dafam Savvoya-Seminyak,Bali",hotelnya bagus,0.7699,terlalu dekat,-1.2128
"Hotel Dafam Savvoya-Seminyak,Bali",sarapannya enak,0.7423,tidak ramah,-1.1443
"Hotel Dafam Savvoya-Seminyak,Bali",dafam savvoya,0.6672,tidak sesuai,-1.0774
"Hotel Dafam Savvoya-Seminyak,Bali",stafnya ramah,0.6395,tetapi tidak,-1.0203
"Hotel Dafam Savvoya-Seminyak,Bali",dekat dg,0.5954,hotelnya jelek,-1.0063
"Hotel Dafam Savvoya-Seminyak,Bali",staffnya ramah,0.5912,mereka tidak,-0.9579
Hotel Dafam Semarang,pusat kota,1.4647,kurang bersih,-1.222
Hotel Dafam Semarang,nyaman bersih,1.3706,orang lain,-1.0699
Hotel Dafam Semarang,bersih nyaman,1.3666,bau rokok,-1.0646
Hotel Dafam Semarang,kota semarang,1.3142,tidak nyaman,-1.0207
Hotel Dafam Semarang,tempat nyaman,1.1214,ngga mau,-1.007
Hotel Dafam Semarang,makanannya enak,1.0959,harus menunggu,-0.9758
Hotel Dafam Semarang,pelayanan bagus,1.0856,aja padahal,-0.9491
Hotel Dafam Semarang,lokasi strategis,1.0123,parkir sempit,-0.9308
Hotel Dafam Semarang,menginap dafam,1.0101,insiden kebakaran,-0.8214
Hotel Dafam Semarang,makanan enak,0.9672,mandi bau,-0.8199
Ibis Style Bali Legian,dekat pantai,0.9598,ketinggalan jaman,-1.0921
Ibis Style Bali Legian,lokasi strategis,0.9165,tidak terawat,-1.09
Ibis Style Bali Legian,staff ramah,0.7815,mau pindah,-1.0111
Ibis Style Bali Legian,terima kasih,0.7318,malam hari,-0.9853
Ibis Style Bali Legian,berjalan kaki,0.7074,ac tidak,-0.9792
Ibis Style Bali Legian,ramah membantu,0.6523,terawat baik,-0.9231
Ibis Style Bali Legian,hotelnya bagus,0.6307,waktu lama,-0.9208
Ibis Style Bali Legian,kamarnya luas,0.6272,lantai atas,-0.8903
Ibis Style Bali Legian,kembali lagi,0.6211,mereka tidak,-0.8873
Ibis Style Bali Legian,pelayanan ramah,0.6107,bau masakan,-0.8764
Ibis Style Jakarta Tanah Abang (1),makanannya enak,1.4808,bahkan tidak,-1.1803
Ibis Style Jakarta Tanah Abang (1),makanan enak,0.9854,menginap tidak,-1.0502
Ibis Style Jakarta Tanah Abang (1),pelayanan ramah,0.9587,bau makanan,-1.0098
Ibis Style Jakarta Tanah Abang (1),lokasi strategis,0.9497,kurang enak,-0.9788
Ibis Style Jakarta Tanah Abang (1),tanah abang,0.9188,baik tidak,-0.9572
Ibis Style Jakarta Tanah Abang (1),bersih nyaman,0.7965,stafnya ramah,-0.9163
Ibis Style Jakarta Tanah Abang (1),mba salsa,0.7329,makan siang,-0.8598
Ibis Style Jakarta Tanah Abang (1),staff ramah,0.6914,tp kurang,-0.8557
Ibis Style Jakarta Tanah Abang (1),pelayanan bagus,0.6907,makanan lengkap,-0.8539
Ibis Style Jakarta Tanah Abang (1),nyaman bersih,0.6862,tidak nyaman,-0.8131
Ibis Styles Bali Denpasar,kota denpasar,1.355,mandi kotor,-1.4165
Ibis Styles Bali Denpasar,lokasi strategis,1.2126,air panas,-1.1953
Ibis Styles Bali Denpasar,tempat nyaman,1.136,breakfast kurang,-1.17
Ibis Styles Bali Denpasar,tempatnya nyaman,1.07,banyak rusak,-1.0964
Ibis Styles Bali Denpasar,nyaman bersih,0.9348,makanan kurang,-1.0841
Ibis Styles Bali Denpasar,staff ramah,0.9206,kota sempit,-1.0538
Ibis Styles Bali Denpasar,pelayanan bagus,0.9146,mereka tidak,-1.0275
Ibis Styles Bali Denpasar,pelayanan ramah,0.9106,bau lembab,-0.9928
Ibis Styles Bali Denpasar,harga terjangkau,0.8213,kurang variasi,-0.9789
Ibis Styles Bali Denpasar,pusat kota,0.8201,terburuk tidak,-0.9435
Ibis Styles Batam Nagoya,bersih nyaman,0.9661,tidak ramah,-1.9304
Ibis Styles Batam Nagoya,pelayanan ramah,0.9413,kurang memuaskan,-1.9138
Ibis Styles Batam Nagoya,tempat nyaman,0.8976,tolong ya,-1.3521
Ibis Styles Batam Nagoya,makanan enak,0.8868,jika anda,-1.3271
Ibis Styles Batam Nagoya,tempatnya nyaman,0.8423,kurang baik,-1.3111
Ibis Styles Batam Nagoya,lokasi strategis,0.674,pelayanan kurang,-1.306
Ibis Styles Batam Nagoya,nyaman bersih,0.6692,bau pengap,-1.2177
Ibis Styles Batam Nagoya,hotelnya bagus,0.6572,dapet komisi,-1.2123
Ibis Styles Batam Nagoya,salah satu,0.6359,mereka tidak,-1.1539
Ibis Styles Batam Nagoya,kota batam,0.6351,gak nyaman,-1.1463
Ibis Styles Bekasi Jatibening,makanan enak,1.4889,minggu lalu,-1.2309
Ibis Styles Bekasi Jatibening,makanannya enak,1.2662,cuma pelayanan,-1.1613
Ibis Styles Bekasi Jatibening,bersih nyaman,1.1182,bau rokok,-1.1178
Ibis Styles Bekasi Jatibening,pelayanan baik,1.1092,baru kali,-1.0889
Ibis Styles Bekasi Jatibening,kamarnya bersih,1.0291,kurang bagus,-1.0229
Ibis Styles Bekasi Jatibening,kamarnya nyaman,0.8546,boleh dikunci,-1.0158
Ibis Styles Bekasi Jatibening,pelayanan ramah,0.8026,kurang ramah,-0.98
Ibis Styles Bekasi Jatibening,ramah ramah,0.7403,menunggu lama,-0.9543
Ibis Styles Bekasi Jatibening,terima kasih,0.7202,pas mau,-0.9462
Ibis Styles Bekasi Jatibening,baik ramah,0.6995,pelayanannya kurang,-0.9381
Ibis Styles Bogor Pajajaran,makanannya enak,1.2845,mohon diperbaiki,-1.3194
Ibis Styles Bogor Pajajaran,nyaman bersih,1.1946,setengah jam,-1.2283
Ibis Styles Bogor Pajajaran,kebun raya,1.126,susah krn,-1.2095
Ibis Styles Bogor Pajajaran,lokasi strategis,1.0393,tidak ramah,-1.0916
Ibis Styles Bogor Pajajaran,terima kasih,0.9607,dulu baru,-1.0693
Ibis Styles Bogor Pajajaran,kota bogor,0.951,kalian tidak,-1.039
Ibis Styles Bogor Pajajaran,pelayanan ramah,0.9031,parkiran kurang,-1.0259
Ibis Styles Bogor Pajajaran,pusat kota,0.7795,parkiran sempit,-1.0169
Ibis Styles Bogor Pajajaran,bersih nyaman,0.7591,kurang enak,-1.0165
Ibis Styles Bogor Pajajaran,pelayanannya ramah,0.7162,tamu lain,-0.9906
Ibis Styles Bogor Raya,makanannya enak,1.1439,tidak nyaman,-2.1826
Ibis Styles Bogor Raya,kids friendly,1.0981,tidak ramah,-1.3439
Ibis Styles Bogor Raya,nyaman bersih,1.0348,sampai jam,-1.105
Ibis Styles Bogor Raya,kamarnya bersih,1.0329,kurang ramah,-1.0083
Ibis Styles Bogor Raya,mba patma,1.0192,ga enak,-1.0005
Ibis Styles Bogor Raya,fasilitas lengkap,1.0162,sama tidak,-0.9952
Ibis Styles Bogor Raya,makanan enak,0.9865,jam pagi,-0.9812
Ibis Styles Bogor Raya,pelayanan baik,0.958,jauh dr,-0.9811
Ibis Styles Bogor Raya,bersama keluarga,0.9164,tidak berfungsi,-0.9582
Ibis Styles Bogor Raya,bogor raya,0.8967,sebelah terdengar,-0.9315
Ibis Styles C Ikarang,makanan enak,1.2335,kurang enak,-1.5546
Ibis Styles C Ikarang,bersih nyaman,1.225,terlalu sempit,-1.3502
Ibis Styles C Ikarang,pelayanan ramah,1.1752,parkiran sempit,-1.3078
Ibis Styles C Ikarang,terima kasih,0.9706,kurang tidak,-1.2725
Ibis Styles C Ikarang,nyaman bersih,0.9148,tidak dingin,-1.2682
Ibis Styles C Ikarang,kamarnya nyaman,0.8787,pengalaman buruk,-1.154
Ibis Styles C Ikarang,kamarnya bersih,0.8462,ga nyaman,-1.13
Ibis Styles C Ikarang,tempatnya nyaman,0.8372,ga bakal,-1.0297
Ibis Styles C Ikarang,fasilitas lengkap,0.8193,cuci tangan,-0.9913
Ibis Styles C Ikarang,kolam renangnya,0.8174,tempat tidur,-0.9838
Ibis Styles Jakarta Airport,makanan enak,1.3652,nasi goreng,-1.5884
Ibis Styles Jakarta Airport,makanannya enak,1.2245,tidak ramah,-1.5199
Ibis Styles Jakarta Airport,shuttle bus,1.1807,terlalu lama,-1.2944
Ibis Styles Jakarta Airport,staff ramah,1.0394,pengalaman buruk,-1.2925
Ibis Styles Jakarta Airport,pelayanan bagus,0.9388,beberapa kali,-1.1899
Ibis Styles Jakarta Airport,kamarnya bersih,0.9162,ac panas,-1.1596
Ibis Styles Jakarta Airport,bersih wangi,0.8905,front office,-1.1495
Ibis Styles Jakarta Airport,nyaman bersih,0.8506,tidak berfungsi,-1.1429
Ibis Styles Jakarta Airport,pelayanan ramah,0.8471,tidak menginap,-1.1064
Ibis Styles Jakarta Airport,ibis style,0.8242,tidak direkomendasikan,-1.0339
Ibis Styles Jakarta Manggadua Square,staff ramah,1.5185,tidak ramah,-1.4008
Ibis Styles Jakarta Manggadua Square,mangga dua,1.3221,tidak sedap,-1.3163
Ibis Styles Jakarta Manggadua Square,fasilitas lengkap,1.2749,pelayanan buruk,-1.3143
Ibis Styles Jakarta Manggadua Square,pelayanan ramah,1.2244,terlalu sempit,-1.2864
Ibis Styles Jakarta Manggadua Square,pelayanannya ramah,1.2186,tidak sesuai,-1.1602
Ibis Styles Jakarta Manggadua Square,kamarnya nyaman,1.1982,anda tidak,-1.1574
Ibis Styles Jakarta Manggadua Square,lokasi strategis,1.1877,alarm kebakaran,-1.1307
Ibis Styles Jakarta Manggadua Square,makanan enak,1.1026,jam pagi,-1.0509
Ibis Styles Jakarta Manggadua Square,kamarnya bersih,1.0494,tidak bagus,-1.0386
Ibis Styles Jakarta Manggadua Square,hotelnya bagus,1.0261,tidak cocok,-1.0257
Ibis Styles Jakarta Simatupang,lokasi strategis,1.0366,beberapa kali,-1.3672
Ibis Styles Jakarta Simatupang,makanannya enak,1.0187,kurang memuaskan,-1.3441
Ibis Styles Jakarta Simatupang,bersih nyaman,0.9305,mereka tidak,-1.2825
Ibis Styles Jakarta Simatupang,nyaman bersih,0.9268,tamu lain,-1.2233
Ibis Styles Jakarta Simatupang,pelayanan ramah,0.8931,tempat parkir,-1.136
Ibis Styles Jakarta Simatupang,makanan enak,0.8838,tidak nyaman,-1.1131
Ibis Styles Jakarta Simatupang,staff ramah,0.8245,pun tidak,-0.9297
Ibis Styles Jakarta Simatupang,kamarnya bersih,0.7433,pake kartu,-0.9012
Ibis Styles Jakarta Simatupang,pelayanan bagus,0.6933,menelepon resepsionis,-0.9009
Ibis Styles Jakarta Simatupang,terima kasih,0.6585,pengalaman buruk,-0.8265
Ibis Styles Jakarta Sunter,makanannya enak,1.3953,pelayanan kurang,-1.4297
Ibis Styles Jakarta Sunter,kolam renang,1.3266,kurang bagus,-1.3499
Ibis Styles Jakarta Sunter,bersih nyaman,1.1686,kurang ramah,-1.2354
Ibis Styles Jakarta Sunter,makanan enak,1.1615,ok cuma,-1.2133
Ibis Styles Jakarta Sunter,pelayanan baik,1.1042,gak enak,-1.1676
Ibis Styles Jakarta Sunter,nyaman bersih,1.0446,tidak sesuai,-1.123
Ibis Styles Jakarta Sunter,staff ramah,1.0403,tidak pemandangan,-1.0616
Ibis Styles Jakarta Sunter,ibis sunter,0.85,pelayanan buruk,-1.0062
Ibis Styles Jakarta Sunter,tempat bagus,0.8283,ga enak,-0.9615
Ibis Styles Jakarta Sunter,bagus nyaman,0.8003,mereka tidak,-0.9573
Ibisstyles Malang,kolam renangnya,1.3235,kurang ramah,-1.5274
Ibisstyles Malang,kota malang,1.2665,setengah jam,-1.1916
Ibisstyles Malang,kolam renang,1.1707,bagus tempat,-1.1859
Ibisstyles Malang,kamarnya bersih,1.1372,pelayanan kurang,-1.1846
Ibisstyles Malang,pelayanan ramah,1.0403,mandi tidak,-1.1649
Ibisstyles Malang,pusat kota,1.0119,kurang nyaman,-1.1588
Ibisstyles Malang,tengah kota,0.9513,minta tolong,-1.1494
Ibisstyles Malang,kalo mau,0.892,mobil lain,-1.095
Ibisstyles Malang,staf ramah,0.8647,tidak punya,-1.0846
Ibisstyles Malang,protokol kesehatan,0.8612,dingin padahal,-1.0367
Ibis Styles Medan Pattimura,kamarnya bersih,1.2201,tidak ramah,-1.7055
Ibis Styles Medan Pattimura,lokasi strategis,1.1861,tidak sesuai,-1.5174
Ibis Styles Medan Pattimura,bersih nyaman,1.1762,terlalu sempit,-1.486
Ibis Styles Medan Pattimura,kamarnya nyaman,1.0115,terbatas sempit,-1.1027
Ibis Styles Medan Pattimura,makanan enak,1.0059,dibersihkan tidak,-1.0957
Ibis Styles Medan Pattimura,kota medan,0.9811,bagus tp,-1.0326
Ibis Styles Medan Pattimura,bagus nyaman,0.966,makanan tidak,-1.0173
Ibis Styles Medan Pattimura,sarapan pagi,0.9532,parkir security,-1.0169
Ibis Styles Medan Pattimura,pelayanan baik,0.914,kurang memadai,-1.0119
Ibis Styles Medan Pattimura,ibis styles,0.8955,beberapa kali,-1.0015
Ibis Styles Semarang S Impang Lima,makanan enak,0.9408,tidak ramah,-1.4853
Ibis Styles Semarang S Impang Lima,kota semarang,0.9038,kedap suara,-1.2028
Ibis Styles Semarang S Impang Lima,lokasi strategis,0.89,air minum,-1.1643
Ibis Styles Semarang S Impang Lima,bersih nyaman,0.8586,kurang luas,-1.0351
Ibis Styles Semarang S Impang Lima,nyaman bersih,0.8342,air putih,-0.9467
Ibis Styles Semarang S Impang Lima,makanannya enak,0.794,padahal tamu,-0.9283
Ibis Styles Semarang S Impang Lima,simpang lima,0.78,pelayanan kurang,-0.927
Ibis Styles Semarang S Impang Lima,pelayanan bagus,0.7581,kurang dingin,-0.9245
Ibis Styles Semarang S Impang Lima,pusat kota,0.7042,kali dapat,-0.9026
Ibis Styles Semarang S Impang Lima,pelayanan baik,0.6876,kebijakan manajemen,-0.8937
Ibis Styles Yogyakarta (1),kolam renang,1.5174,tidak nyaman,-1.4483
Ibis Styles Yogyakarta (1),jalan kaki,1.2692,harga mahal,-1.4062
Ibis Styles Yogyakarta (1),staff ramah,1.1547,jauh hari,-1.2933
Ibis Styles Yogyakarta (1),pelayanan bagus,1.125,sama tidak,-1.2132
Ibis Styles Yogyakarta (1),dekat malioboro,1.0855,tidak bersih,-1.2067
Ibis Styles Yogyakarta (1),pelayanan ramah,1.0211,bau pesing,-1.1911
Ibis Styles Yogyakarta (1),strategis dekat,1.0078,termasuk mahal,-1.1405
Ibis Styles Yogyakarta (1),bersih nyaman,0.9949,jam baru,-1.0508
Ibis Styles Yogyakarta (1),nyaman bersih,0.9902,gak ya,-1.0377
Ibis Styles Yogyakarta (1),kolam renangnya,0.9344,mandi kotor,-1.0318
Quest Hotel Balikpapan,lokasi strategis,1.4745,harus menunggu,-1.1639
Quest Hotel Balikpapan,mba intan,1.3231,tidak ramah,-1.0484
Quest Hotel Balikpapan,terima kasih,1.3003,mandi kurang,-0.9521
Quest Hotel Balikpapan,mbak intan,1.0381,baik tp,-0.9435
Quest Hotel Balikpapan,baik ramah,0.9668,malam tidak,-0.9345
Quest Hotel Balikpapan,nyaman bersih,0.8931,kurang baik,-0.9188
Quest Hotel Balikpapan,intan ramah,0.8767,pelayanan buruk,-0.8905
Quest Hotel Balikpapan,ramah membantu,0.8664,jadi harus,-0.8481
Quest Hotel Balikpapan,bersih nyaman,0.8182,bau rokok,-0.8401
Quest Hotel Balikpapan,pelayanan bagus,0.7705,kurang enak,-0.8139
Quest Hotel Semarang,pelayanan ramah,1.7142,pelayanan buruk,-1.5889
Quest Hotel Semarang,table manner,1.427,tidak nyaman,-1.4191
Quest Hotel Semarang,makanannya enak,1.3992,pelayanan kurang,-1.288
Quest Hotel Semarang,makanan enak,1.2114,tidak ramah,-1.1916
Quest Hotel Semarang,cooking class,1.2065,kurang ramah,-1.0591
Quest Hotel Semarang,pelayanan bagus,1.1063,jam pagi,-0.9121
Quest Hotel Semarang,pelayanan baik,1.0431,kamarnya kotor,-0.9095
Quest Hotel Semarang,nyaman bersih,1.0251,koneksi internet,-0.9064
Quest Hotel Semarang,pelayanan memuaskan,1.0185,pengalaman buruk,-0.8774
Quest Hotel Semarang,staff ramah,0.9629,minta ganti,-0.8301
"Alhambra Hotel&Convetion,BWS Ignature Collectionby Best Western-Tasikmalaya",timur tengah,0.6148,belom siap,-1.2113
"Alhambra Hotel&Convetion,BWS Ignature Collectionby Best Western-Tasikmalaya",pelayanan baik,0.4384,segi pelayanan,-0.8158
"Alhambra Hotel&Convetion,BWS Ignature Collectionby Best Western-Tasikmalaya",makanan enak,0.4206,layanan ramah,-0.8102
"Alhambra Hotel&Convetion,BWS Ignature Collectionby Best Western-Tasikmalaya",terima kasih,0.3843,ok bgt,-0.7644
"Alhambra Hotel&Convetion,BWS Ignature Collectionby Best Western-Tasikmalaya",pelayanan ramah,0.3832,waktu kesini,-0.7601
"Alhambra Hotel&Convetion,BWS Ignature Collectionby Best Western-Tasikmalaya",bagus nyaman,0.3514,lokasi strategis,-0.7424
"Alhambra Hotel&Convetion,BWS Ignature Collectionby Best Western-Tasikmalaya",tempatnya nyaman,0.2877,hotelnya bagus,-0.6101
"Alhambra Hotel&Convetion,BWS Ignature Collectionby Best Western-Tasikmalaya",makanannya enak,0.2852,enak enak,-0.541
"Alhambra Hotel&Convetion,BWS Ignature Collectionby Best Western-Tasikmalaya",mba thia,0.2712,para staff,-0.3974
"Alhambra Hotel&Convetion,BWS Ignature Collectionby Best Western-Tasikmalaya",bagus bersih,0.2698,saat malam,-0.3857
Aston Bogor Hotel&Resort,aston bogor,1.3703,mereka tidak,-1.13
Aston Bogor Hotel&Resort,makanannya enak,1.3609,bogor tidak,-1.103
Aston Bogor Hotel&Resort,makanan enak,1.3138,makan malam,-1.0679
Aston Bogor Hotel&Resort,pelayanan ramah,1.2982,bad experience,-1.0544
Aston Bogor Hotel&Resort,pelayanan bagus,1.2768,kurang ramah,-1.0514
Aston Bogor Hotel&Resort,enak enak,1.169,tidak baik,-1.049
Aston Bogor Hotel&Resort,pelayanan baik,1.1674,baru kali,-1.0464
Aston Bogor Hotel&Resort,staff ramah,1.1269,tidak memiliki,-1.0236
Aston Bogor Hotel&Resort,fasilitas lengkap,1.0962,tidak begitu,-0.9742
Aston Bogor Hotel&Resort,kamarnya nyaman,1.042,tamu lain,-0.9682
Aston Cirebon Hotel&C Onvention Center,mini zoo,1.2624,tidak ramah,-1.6407
Aston Cirebon Hotel&C Onvention Center,makanannya enak,1.2487,sekelas aston,-1.3971
Aston Cirebon Hotel&C Onvention Center,makanan enak,1.194,kurang ramah,-1.3437
Aston Cirebon Hotel&C Onvention Center,terima kasih,1.0497,tidak enak,-1.1938
Aston Cirebon Hotel&C Onvention Center,kids friendly,1.0428,kurang menyenangkan,-1.1793
Aston Cirebon Hotel&C Onvention Center,pelayanannya ramah,0.9605,agar sopan,-1.1777
Aston Cirebon Hotel&C Onvention Center,pelayanan ramah,0.8824,tempat tidur,-1.1232
Aston Cirebon Hotel&C Onvention Center,nyaman pelayanan,0.8704,sampai jam,-1.0807
Aston Cirebon Hotel&C Onvention Center,bersama keluarga,0.8652,keamanan kurang,-1.0794
Aston Cirebon Hotel&C Onvention Center,pelayanan baik,0.8562,ayam sambal,-1.0794
Aston Tropicana Hotel-Bandung,pelayanan baik,1.5036,check jam,-1.6943
Aston Tropicana Hotel-Bandung,pelayanan ramah,1.3231,kurang memuaskan,-1.6365
Aston Tropicana Hotel-Bandung,lokasi strategis,1.2112,kurang bervariasi,-1.3827
