User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Barra Mahatva,2025,3,menginap pada hari Jumat 26 12 2025 secara umum layanannya oke tapi ada beberapa hal yang perlu diperhatikan 1 basement 3 tidak tercover oleh lift ini sangat merepotkan ketika kita datang tidak ada petugas yang mengarahkan ke lobi untuk reservasi maka kita langsung masuk ke parkir diarahkan ke basement 3 karena b1 dan b2 sudah penuh akhirnya kita harus ngangkat barang2 kita termasuk koper besar menuju basement 2 dengan naik tangga manual untuk petugas parkir perlu ditingkatkan kompetensi nya harus berhenti dulu ditanya mau memeriksa masuk atau tidak langsung mengarahkan ke b3 lebih mengecewakan lagi ketika sampai b2 ternyata masih ada beberapa,KOMPETITOR,Bintang 4,TheAlana,negative,0.9404118061065674,Service Quality,"Service Quality (0.87); Facilities & Amenities (0.75); Location, Accessibility & Parking (0.69)"
Suryani Nurfadillah,2024,4,sebenarnya cocok untuk menginap karena lokasinya agak di pinggir tidak di tengah hiruk pikuk kota solo menu sarapan relatif bervariasi namun ada sedikit hal yang tidak menyenangkan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9929509162902832,Guest Experience,Guest Experience (0.64); Food & Beverage (0.64); Facilities & Amenities (0.63)
rektarini susanto,2025,5,Setiap pagi berakfastnya enak dan pelayanan dari istri dan karena sangat baik dan memuaskan apalagi dikasih minuman herbal yang khas dari alana anggur jawa dianjurkan perlu dicoba jika nginap di alana solo,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993348717689514,Service Quality,"Service Quality (0.99); Guest Experience (0.92); Loyalty, Recommendation & Appreciation (0.91)"
Abigail Clarissa Budiman,2025,5,Bagi saya hotel ini sangat bagus jika Anda bepergian dengan keluarga Anda ini anak-anak ramah ada 3 jenis kolam renang kolam renang anak kolam renang panas yang memiliki kolam renang masuk di tengah dan kolam renang normal airnya begitu bersih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991874098777771,Facilities & Amenities,Facilities & Amenities (1.00); Family & Group Friendly (0.99); Service Quality (0.96)
Fadilla Kesuma,2025,5,dulu konsepnya keluarga tinggal liburan sekarang konsepnya pertemuan perusahaan,KOMPETITOR,Bintang 4,TheAlana,positive,0.7930054664611816,Check in/out Experience,Check in/out Experience (0.84); Family & Group Friendly (0.68); Cultural & Heritage Experience (0.67)
Bayu Prasetyo,2024,5,melewati banyak momen di hotel ini mulai dari kawinan piknik sampai perjalanan bisnis kamar yang nyaman dan layanan yang memuaskan selalu jadi daya tarik untuk kembali terima kasih mas roy iskandar yang hari ini sangat membantu waktu sarapan bravo alana,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990060925483704,Service Quality,Service Quality (1.00); Facilities & Amenities (1.00); Room Quality & Comfort (1.00)
riesna masha,2025,5,hotel yang layak untuk dipilih kamarnya luas bersih dan ac sangat dingin untuk menu sarapan disini sangat bervariasi pelayanan dari para staf sangat baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9989516735076904,Service Quality,Service Quality (1.00); Facilities & Amenities (0.99); Room Quality & Comfort (0.99)
siwi karimah,2025,5,Salah satu hotel pilihan untuk berbagai acara hotel bersih fasilitas lengkap,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993299245834351,Facilities & Amenities,"Facilities & Amenities (0.99); Service Quality (0.98); Cleanliness, Hygiene & Maintenance (0.97)"
Devi Nugraha,2025,5,makanan enak dan pelayanannya baik mba ika melayani dengan ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992901086807251,Service Quality,Service Quality (1.00); Staff Conduct & Hospitality (0.99); Guest Experience (0.99)
Rini Fitriani,2025,5,pertama kali ke solo menginap 3 hari di alana tempatnya strategis banyak tempat makan di sekitar kamar bersih staf dan karyawan ramah2 makanan banyak variasiinya rasanya enak enak dilayani dengan mbk dewi kolam renang bersih tempat gymnya juga luas dan lengkap alatnya top terima kasih alana,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995823502540588,Facilities & Amenities,"Facilities & Amenities (0.98); Service Quality (0.97); Cleanliness, Hygiene & Maintenance (0.93)"
ali alfandi,2025,5,untuk kamar sangat nyaman bersih pegawainya ramah ramah makanan di resto super enak mantap poll pokoknya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994966983795166,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (1.00); Facilities & Amenities (1.00); Room Quality & Comfort (0.99)"
fahrur rosidi,2025,2,kamar standar udara panas tidak mengalir ac kurang dingin meskipun panel indikator menunjukkan angka 16 c mandi setengah rusak tidak bisa diukur ketinggian nya saya kecewa dengan kualitas kamar yang justru menurun resto untuk sarapan tidak bisa,KOMPETITOR,Bintang 4,TheAlana,negative,0.9991592168807983,Guest Experience,Guest Experience (0.92); Food & Beverage (0.91); Facilities & Amenities (0.89)
Raveena Yasmine Faherma,2025,5,pengalaman menyenangkan di hotel apana solo sangat bagus sekali restoran nyaman dingin makanan enak minuman anggur jawa juga enak terasa rempahnya untuk makanan hari ini lumayan dobanding kemarin hambar rasanya pelayanan bagus dengan mas roy iskandar sopan ramah baik terima kasih alana solo,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993228912353516,Guest Experience,Guest Experience (0.98); Service Quality (0.94); Staff Conduct & Hospitality (0.93)
Nur Maini,2025,5,buka puasa bersama teman2 disini memyenangkan makanannya enak2 hiburannya ada terimakasih alana dibantu foto2 sama mba ikaa,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994103908538818,Guest Experience,Guest Experience (0.90); Family & Group Friendly (0.88); Food & Beverage (0.78)
chb,2025,4,kamarnya luas dan bersih,KOMPETITOR,Bintang 4,TheAlana,positive,0.999103844165802,Room Quality & Comfort,"Room Quality & Comfort (0.99); Cleanliness, Hygiene & Maintenance (0.99); Facilities & Amenities (0.99)"
Roy,2025,5,Pelayanan yang baik dan ramah begitu juga resepsionisnya mba cindy,KOMPETITOR,Bintang 4,TheAlana,positive,0.9940603375434875,Staff Conduct & Hospitality,Staff Conduct & Hospitality (1.00); Service Quality (1.00); Guest Experience (1.00)
christianz wibisono,2025,2,Sangat menyayangkan ketika seorang sopir ojek ingin melihat loby hotel tidak diperbolehkan dan tidak diberikan solusi seperti melepas jaket jika mau melihat hotel seorang ojol belum tentu tidak bisa menginap di sini jangan menilai buku oleh sampul,KOMPETITOR,Bintang 4,TheAlana,negative,0.9984853863716125,Management & Policy Issues,Management & Policy Issues (0.66); Guest Experience (0.54); Service Quality (0.45)
Agustinus Agung,2025,3,pesan omelette 3 4 matang hingga makan selesai tidak datang cek ulang ke stasiun nya ternyata malah asik bikin yang lain padahal sepi karena puasa yang sarapan sedikit hari berikutnya mau coba minta omelette sebetulnya malas baru,KOMPETITOR,Bintang 4,TheAlana,negative,0.9525782465934753,Guest Experience,Guest Experience (0.85); Check in/out Experience (0.78); Booking & Reservation Experience (0.74)
Anisa Rahmawati,2025,4,tempatnya luas view buat fotonya bagus untuk makanannya enak dengan jumlah yang banyak dan memuaskan terimakasih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993343949317932,Facilities & Amenities,"Facilities & Amenities (0.99); Guest Experience (0.94); Loyalty, Recommendation & Appreciation (0.92)"
ekin day2793,2025,5,pengalaman yang menyenangkan menginap di Alana Pelayanannya ramah sekalii makanan enak meskipun tempatnya agak jauh dari kota tengah tapi akses jalan lumayan mudah terimakasih alana terimakasih mbak diah untuk pelayanannyaa,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993756413459778,Guest Experience,Guest Experience (0.98); Service Quality (0.95); Staff Conduct & Hospitality (0.89)
subandono rachmadi,2024,5,hotel yang terletak di jalan adi sucipto solo ini letaknya strategis dekat dengan bandara dan tidak jauh jika akan ke kota fasilitas hotel yang baik dengan kamar luas dan bersih membuat berlama lama menginap di sini menjadi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994848966598511,Facilities & Amenities,Facilities & Amenities (1.00); Service Quality (0.99); Room Quality & Comfort (0.99)
mohamad misbah,2025,5,Pelayanannya baik dan bagus ramah serta sopan makanannya enak dan saya suka aroma ruangannya terutama pelayanannya mba dewi selalu memberikan pelayanan yang baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993152618408203,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (1.00); Service Quality (0.99); Staff Conduct & Hospitality (0.99)"
Choiriyah Nurfitri,2025,5,untuk kamar luas dan nyaman variasi sarapan nya juga banyak rasanya juga enak staf nya ramah2 secara keseluruhan oke terimakasih untuk pelayan masuk biaya mba dewi pelayanannya memuaskan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995588660240173,Facilities & Amenities,Facilities & Amenities (1.00); Staff Conduct & Hospitality (0.99); Room Quality & Comfort (0.99)
Siti fatimah_PPKn,2025,5,Saat sarapan menu dihotel sangat bervariasi menu juga enak enak banget sangat rekomendet pelayanan sangat ramah dengan mbak dewi pelayan pagi ini,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994837045669556,Service Quality,Service Quality (0.99); Staff Conduct & Hospitality (0.98); Guest Experience (0.97)
Fevallia Shasta Zahrah,2025,5,makanan yang ramah staf dan kamar yang bagus,KOMPETITOR,Bintang 4,TheAlana,positive,0.9979597330093384,Guest Experience,Guest Experience (1.00); Service Quality (0.99); Facilities & Amenities (0.99)
Rara Solo,2025,5,meja makanan menernya enak,KOMPETITOR,Bintang 4,TheAlana,positive,0.9989620447158813,Service Quality,Service Quality (0.94); Food & Beverage (0.90); Sustainability & Environmental Quality (0.84)
tegar wahyudi 289,2025,5,ramah makanan enak nyaman terimakasih mbak dewi semangatt,KOMPETITOR,Bintang 4,TheAlana,positive,0.999360978603363,Service Quality,Service Quality (0.96); Guest Experience (0.94); Room Quality & Comfort (0.92)
Denis Ardyansyah,2025,5,lokasi sangat strategis makanan dari aperitif sampai dessert semua nya mantep hanya saja perlu koreksi di salad buah saran saja sebaiknya biji jalan salad buah seperti biji semangka di hilangkan terimakasih atas pelayanan yang luar biasa,KOMPETITOR,Bintang 4,TheAlana,positive,0.9978808760643005,Service Quality,"Service Quality (0.96); Guest Experience (0.91); Loyalty, Recommendation & Appreciation (0.83)"
Maya Puspita family,2025,5,fasilitas lengkap kalau ke solo selalu nginep di alana makanan enak bersih kamarnya semua staf ramah sayangnya kolam renang keganggu ada acara nikahan jadi pengunjung reguler jadi jam 9 harus udhan g nyaman tapi ttp ke solo selalu alana sih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994431138038635,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.96); Staff Conduct & Hospitality (0.94)
Intan Lolok Kadang Tiku,2025,5,Restonya terbaik makanannya dan pelayanannya okeii dengan dewi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991913437843323,Service Quality,Service Quality (1.00); Food & Beverage (0.99); Guest Experience (0.97)
Rekza Restu Putra,2025,5,Balroom nya gede dan enak banget buat bikin event disini kemarin acara kantor asistensi di arcadia ballroom sangat terfasilitasi klo butuh apa apa tinggal bilang saja staf nya bantu banget mas andri mas anang mas hasan dan tim,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993834495544434,Facilities & Amenities,Facilities & Amenities (0.97); Family & Group Friendly (0.81); Service Efficiency & Responsiveness (0.74)
Bang Ega,2025,5,perasaan yang menyenangkan saat menginap dialana solo pemandangan bagus nyaman tempatnya juga bersih menu menu makanan semua enak enak enak anggur jawa terbaru juga segar di badan jadi enteng pelayanan dengan mas roy iskandar sangat membantu menjelaskan apa itu herbal anggur jawa terima kasih alana solo,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993138313293457,Facilities & Amenities,"Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.98); Guest Experience (0.97)"
Dodie Irawan,2025,5,Secara keseluruhan oke banget buat staycation,KOMPETITOR,Bintang 4,TheAlana,positive,0.9862605929374695,Family & Group Friendly,"Family & Group Friendly (0.85); Cultural & Heritage Experience (0.79); Cleanliness, Hygiene & Maintenance (0.79)"
Han22ultra,2025,5,Pelayanan luar biasa dibantu proses cek keluar dengan mba ririn dan mb ratna terima kasih alana bahagia tinggal di sini,KOMPETITOR,Bintang 4,TheAlana,positive,0.9976308345794678,Service Quality,Service Quality (0.99); Guest Experience (0.99); Check in/out Experience (0.99)
Dian Permata,2025,5,menu sarapannya lengkap dan banyakk rawonnya mantaap dan keju crispynya renyah gurihh dan ada suguhan anggur jawa baru ada mba dewi jg yang ramah menyapa setiap tamu,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992851614952087,Service Quality,Service Quality (0.95); Staff Conduct & Hospitality (0.95); Food & Beverage (0.95)
Hendrawan Aryfendy,2025,5,hotel nya nyaman bangett staf nya gercep semua sarapannya enak kolam renang nya buat anak kecil ada yang udara hangatt jugaa tersedia tempat bermain anak d lobi sama d samping kolam renang lokasi nya stategis sih parkirannya juga lumayan luas,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995595812797546,Facilities & Amenities,"Facilities & Amenities (0.98); Location, Accessibility & Parking (0.97); Service Quality (0.95)"
Aries New,2025,5,masakan enak pelayanan juga bagus terutama mas roy iskandar kenyamanan nyamelan banget ada kamar merokok juga di resto nya terima kasih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991959929466248,Service Quality,Service Quality (0.98); Facilities & Amenities (0.97); Guest Experience (0.96)
meiwulan 381,2025,5,pelayanan sangat ramah kamar nya fasilitas nya lengkap resto nya juga sangat enak,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994208812713623,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.98); Guest Experience (0.97)
Kania Azizah,2025,5,makanan oke banyak macam pelayanan snagat baik membantu kamar juga nyaman dan bersih terima kasih kak dewi pelayan hari ini,KOMPETITOR,Bintang 4,TheAlana,positive,0.9988308548927307,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (1.00); Facilities & Amenities (1.00); Service Quality (0.99)"
Asmuni Fattah,2024,5,kamarnya bagus view saat sore cantik makanan buat sarapan enak2 komplit banget sayang saat kemarin nginep penuh sesak jadi saat mau tambah makanan kembali ke kursi sudah dipakai yang lain staf ramah oke semua kolam renang anak2 udara hangat jadi enak buat berendam area merokok juga oke sip lah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994174242019653,Facilities & Amenities,Facilities & Amenities (0.95); Service Quality (0.93); Staff Conduct & Hospitality (0.92)
renty dhae,2025,5,kamarnya nyaman dan enak buat tidut air untuk kamar mandi saat panasnya dan tidak ribet ngaturnya resto sangat cepat membersihkan bersih kosong,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994542002677917,Facilities & Amenities,Facilities & Amenities (0.99); Room Quality & Comfort (0.99); Service Efficiency & Responsiveness (0.97)
galang sanjaya (galangfox),2025,1,tolong ya manajer nya kasih tau ke satpam masa tamu di marahin satpam ini gara gara gue pesen ambil makanan drivernya menunggu didepan trus saat gue mau ambil tanpa etitude si satpam marah marah bilang kalau mau order makannan suruh,KOMPETITOR,Bintang 4,TheAlana,negative,0.9989263415336609,Guest Experience,Guest Experience (0.96); Check in/out Experience (0.87); Booking & Reservation Experience (0.85)
Megawati SE,2025,5,kamar bersih dan luas dengan tempat tidur besar dan nyaman fasilitas lengkap buat anak2 banyak permainan dan 2 kolam renang spesial terima kasih kepada pak taufik yang menyambut baik kami saat check masuk kali ini kami pesan ekstrabed dengan tenda anak semoga tarifnya selalu ramah dikantong,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991819262504578,Facilities & Amenities,Facilities & Amenities (0.99); Room Quality & Comfort (0.98); Service Efficiency & Responsiveness (0.98)
Truck Channel,2025,5,makananya enak pelayanny kak dewi ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992757439613342,Service Quality,Service Quality (0.99); Staff Conduct & Hospitality (0.98); Guest Experience (0.97)
Salmatul Rizki Oktaviyani,2025,5,makanan sarapan sangat enak dan variatif pelayanan dari karyawannya juga sangat memuaskan sangat sopan dan sederhana anggur jawa segerr dan menyehatkan terima kasih kak dewi kak ria kak satria,KOMPETITOR,Bintang 4,TheAlana,positive,0.999519944190979,Service Quality,"Service Quality (0.99); Cleanliness, Hygiene & Maintenance (0.99); Guest Experience (0.99)"
Adriani Darma Putri,2025,5,kamarx luas kasurx besar n bersih pelayanan diresoran bagus makananx enak n ditingkatkan n ditambahkan lg menu2nya biar pelanggan kangen pengen balik lg dan lagi staf resto bantu penuh seperti mas wibi n mas nuri terima kasih banyak y mas keseluruhan oke n insyaallah kalau ke solo akan nginep sini lagi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992994070053101,Service Quality,Service Quality (0.99); Staff Conduct & Hospitality (0.99); Facilities & Amenities (0.99)
Dyah Kurniasari,2025,5,menginap di hotel alana sangat nyaman kamarnya bersih desainnya unik makanannya variatif menuunya dan yang pasti untuk kegiatan kantor balloomnya luas hotel alana bagus terima kasih kak dewi pelayan di resto,KOMPETITOR,Bintang 4,TheAlana,positive,0.999478280544281,Facilities & Amenities,Facilities & Amenities (0.99); Food & Beverage (0.99); Room Quality & Comfort (0.99)
Nadia Hayuningtyas,2024,5,sarapan lumayan beragam beragam rasa juga lumayan soto betawinya enak bir jawa enak banget bikin anget badan dan tenggorokan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9989467263221741,Food & Beverage,"Food & Beverage (0.95); Cultural & Heritage Experience (0.64); Loyalty, Recommendation & Appreciation (0.49)"
Asrul Rizal,2023,5,2 hari menginap di hotel Alana untuk kesan pertama oke saat masuk hotel ada zona anak yang anak-anak ramah banget dan selamat minum oke juga ada jus semangka dan jahe juga ada kyak cemilan semacam keripik daun bayam,KOMPETITOR,Bintang 4,TheAlana,positive,0.9975858926773071,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.98); Food & Beverage (0.98)
ade haidir,2025,5,pengalaman menginap yang menyenangkan fasilitas lengkap staf ramah menu restoran juga ckup lengkap ditawari minuman anggur hasil racikan mas roy iskandar rasanya mirip dengan wedang uwuh tapi ini rasanya lebih segar,KOMPETITOR,Bintang 4,TheAlana,positive,0.9989567995071411,Facilities & Amenities,Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.99); Guest Experience (0.98)
SaLma Reza,2025,5,acara buka bersama di resto menuunya enak semua minumannya oke menu variatif dan selalu di isi ulang,KOMPETITOR,Bintang 4,TheAlana,positive,0.999427080154419,Food & Beverage,Food & Beverage (0.98); Guest Experience (0.92); Family & Group Friendly (0.88)
Retnie,2024,5,kamar cukup luas bersih pelayanan juga bagus sarapan sangat lengkap menuunya rasa juga enak di sekitar hotel banyak tempat makan juga,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993187189102173,Service Quality,"Service Quality (0.99); Facilities & Amenities (0.98); Cleanliness, Hygiene & Maintenance (0.97)"
nadia undang,2025,5,Restonya nyaman variasi makanannya variatif dan enak2 semua pelayanan dengan pelayan mas iskandar ramah dan membantu insyaallah besok2 mau kesini lagi tq alana,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994449019432068,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.99); Guest Experience (0.97); Food & Beverage (0.97)
Irene Oktavia Anggraini,2025,5,pelayanan sangat ramah dengan mba cindy mba ratna,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992707371711731,Guest Experience,Guest Experience (0.99); Staff Conduct & Hospitality (0.98); Service Quality (0.98)
S S,2025,1,kamar bersih bagus view bagus pelayanan karyawan ada yang tersenyum sapa tapi banyak yang karyawan yang tidak ramah tidak tersenyum sapa cemberut anak saya umur 6 tahun dari resto mau ke kolam renang lewat celah yang di foto saya sisi sistem suara begitu anak saya lewat selang 2 detik karyawannya datang dan menutup celah antara sistem suara dengan kursi tapi dengan cara ditendang2 berkali2 di depan saya mas2nya sambil wajah kesal merapatkan celah suara sistem dengan kursi sambil di tendang2 sikap yang sangat tidak mengenakan membuat tidak nyaman pihak hotel seharusnya tau dong cara pelatihan petugas apalagi ini daerah kolam renang yang tentu saja,KOMPETITOR,Bintang 4,TheAlana,negative,0.984093189239502,Facilities & Amenities,Facilities & Amenities (0.89); Guest Experience (0.87); Room Quality & Comfort (0.86)
Panda88 Store,2025,1,alana ini bagus loh padahal fasilitas bagus besae resto makanannya juga enak2 tapi sayang banget jadi minus 10 karna banyak karyawan yang jutek dan tidak ramah tidak ada senyum2 nya kita tanya saja di jawab ketus padahal sudah tanya dengan baik2 jadi jika nanya merasa salah hahahah sayang banget sihh kalau begini terus percuma fasilitas dan semuanya oke tapi kalau manajemen masih minus jadi nya ketutup dengan yang jelek,KOMPETITOR,Bintang 4,TheAlana,negative,0.9974852800369263,Facilities & Amenities,Facilities & Amenities (0.94); Religious & Halal Features (0.84); Food & Beverage (0.81)
Cher Cher,2025,1,Tolong pergi dan perbaiki mixer air masuk kamar mandi itu telah menyala setiap 2 detik air otomatis berubah menjadi super dingin dan super panas dengan asap dan menyala kami 15 kamar kita memiliki semua masalah mixer dan resepsi mengatakan karena aliran air tidak lancar itulah mengapa mixer seperti ini itu sangat berbahaya dan Anda membahayakan hidup kita sarapan memiliki variasi yang sangat luas tapi mesin kopi hanya satu siap untuk menunggu -5 7 menit Bcos rata-rata untuk memberikan 1 cangkir adalah 40 detik selalu panjang q untuk kopi menunggu sekitar 20 menit tidak ada staf layanan untuk memperbaiki,KOMPETITOR,Bintang 4,TheAlana,negative,0.9986773133277893,Facilities & Amenities,Facilities & Amenities (0.98); Food & Beverage (0.95); Guest Experience (0.89)
Pitaloka Naganingrum,2025,1,ini khusus resto hijau canyon nya saya minggu 2 November 2025 makan ala carte bukan sistem buffet di resto hijau canyon makanannya lama sekali datangnya harga tidak layak untuk dilihatkan terutama layanan lama sekali saya datang pesan jam set 3 makanan datang jam 4 padahal saya lihat banyak sekali pegawai yang menganggur dan lihat di foto yang saya kasih masa di hotel makan piringnya kecil sekali seperti piring kue layanan resto ini sangat tidak bagus padahal klo melihat nasi hargaenya tidak murah,KOMPETITOR,Bintang 4,TheAlana,negative,0.9977136850357056,Booking & Reservation Experience,Booking & Reservation Experience (0.99); Food & Beverage (0.98); Guest Experience (0.97)
Ratna Setiawati,2025,1,kami menginap 3 hari di hotel ini dengan membawa mobil untuk menasik haji wktu dibawa ke hotel kaca depan mobil kami tidak pecah tapi ketika check out dari hotel ini kaca dpn mobil kami pecah tidak ada tindak lanjut atau per tg jwbn dari pihak hotel kecewa,KOMPETITOR,Bintang 4,TheAlana,negative,0.999127209186554,Check in/out Experience,Check in/out Experience (0.86); Guest Experience (0.84); Service Quality (0.65)
hong gie,2025,1,review 2025 maaf untuk mengatakan saya harus kasi bintang 1 untuk hotel ini sangat mengecewakan sudah memesan dan sudah mengkonfirmasi saya akan datang ketika datang diminta id perusahaan tunjukan bukti lain tetap minta tidak diinfo sebelumnya perlu bawa id akhirnya cari hotel lain ternyata manajemen cek masuk dan cek keluar pada review saya sebelumnya malah memburuk review 2019 deket ahpong saat banget buat keluarga di akhir pekan tinggal jalan hotel masih baru staf ramah kolam renang keren saat membuat pertemuan walau masuk tidak merokok hotel tapi di deket ruang pertemuan lantai 2 ada ruang terbuka bisa merokok tanpa ganggu yang lain udara panas mandi tidak stabil kadang tiba tiba tiba dingin air mamp juga,KOMPETITOR,Bintang 4,TheAlana,negative,0.9936063289642334,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.93); Service Quality (0.79); Facilities & Amenities (0.74)
Agus Supriyanto,2025,1,hotel yang bagus dan nyaman setiap ada acara pasti menginap di sini kamarnya nyaman luas ada balkon nya bisa melihat udara pagi yang dingin namun yang sangat malang waktu cek keluar pagi pagi ke bandara soetta supaya tidak ketinggalan jadwal pesawat malamnya sudah dikonfirmasi ke hotel untuk sarapan pagi di ambil pergi dan minta untuk di titip ke resepsi ini akan tetapi pada saat dikonfirmasi dipagi hari jam 5 10 wib ternyata belum siap terkesan lambat dan kurang koordinasi agak mengecewakan terima kasih,KOMPETITOR,Bintang 4,TheAlana,negative,0.9353454113006592,Facilities & Amenities,Facilities & Amenities (0.85); Check in/out Experience (0.78); Room Quality & Comfort (0.76)
Semoga Matimu Mengenaskan,2025,1,Satpam tidak ramah ojol hakim banget kayak tidak digaji,KOMPETITOR,Bintang 4,TheAlana,negative,0.9994534850120544,Safety & Security,Safety & Security (0.58); Pricing & Value for Money (0.53); Management & Policy Issues (0.43)
Fajar Alisha,2025,1,Pengalaman terburuk pernah kasus sikap buruk di resto saya ber4 2 dewasa anak saya 2 5 7thn katanya anak saya yang 7 tahun d hitung untuk bayar oke ngga masalah meskipun selama saya keliling hotel bintang 4 atau 5 alana yang terburuk maaf karyawanya yang teburuk untuk bogor pullman adalah yang terbaik saya biasa tinggalcation atau dari perusahaan jadi paham aturan tapi apa yang d sampaikan karyawan isi kartika ini untuk sekelas alana malu pada Anda sikap buruk tapi meilhat review hotel ini tidak heran sih mau perusahaan atau pribadi lebih baik memilih hotel lain untuk di sekitaran bogor maaf untuk mengatakan buat,KOMPETITOR,Bintang 4,TheAlana,negative,0.9958235025405884,Food & Beverage,Food & Beverage (0.88); Guest Experience (0.82); Check in/out Experience (0.78)
Ahmad Yusuf Salile (ays),2025,1,parkir untuk peserta pertemuan kemahalan perlu atap di bagian pembayaran tiket karena saat hujan deras udara bisa masuk ke dalam mobil saat buka jendela,KOMPETITOR,Bintang 4,TheAlana,neutral,0.9928889274597168,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.79); Facilities & Amenities (0.71); Pricing & Value for Money (0.70)"
Dina Isholawati,2025,1,kenapa sekarang alana pelit air sekamar cuma dapet 2 botol tambah berbayar maks 2 botol untuk mengisi menurut saya ini bukan mengisi ulang saja cm tuker botol untuk ibu2 menyusui banyak minum kaget saja biasanya hotel bintang 4 minimal 4 botol dan botolnya yang gede bukan yang isi 330 ml jika mau efisiensi biaya lebih baik dikasih 1 saja yang seliter atau sediain dispenser deket lift biar aku lebih irit semoga lebih diperhatikan manajemen nya,KOMPETITOR,Bintang 4,TheAlana,positive,0.6595114469528198,Pricing & Value for Money,Pricing & Value for Money (0.85); Management & Policy Issues (0.67); Facilities & Amenities (0.65)
Jordan Hutagalung,2025,1,Apa cara untuk membungkus 2024 mendapat sebuah kamar di lantai 8 dengan pemandangan yang indah tapi kamar mandi bau sangat buruk saya tidak bisa mengatakan apakah itu bau muntah atau kedaluwarsa susu saya menghubungi rumah tangga dan secara khusus meminta untuk penyegar udara atau sesuatu seperti diffuser batang untuk menyamarkan bau tapi mereka tidak bisa memberikan dan hanya datang untuk mengusap lantai saya tahu untuk fakta masalah itu tidak lantai kotor itu jelas datang dari drainase silahkan periksa sistem drainase Anda asap saya pasti tidak akan kembali,KOMPETITOR,Bintang 4,TheAlana,negative,0.9971750974655151,Check in/out Experience,Check in/out Experience (0.96); Facilities & Amenities (0.88); Guest Experience (0.75)
Hendra Tarigan,2025,1,Nginap tanggal 1 Juni mengambil kamar suite sampai mndekati jam 2 tidak ada respon dari petugasnya akhirnya bisa memeriksa masuk 14 20 itu pun setelah beberapa kali mengeluh dan menunggu 15 jam tidak dianjurkan bngt di hotel ini sangaat buruk,KOMPETITOR,Bintang 4,TheAlana,negative,0.9989439845085144,Guest Experience,Guest Experience (0.92); Check in/out Experience (0.91); Booking & Reservation Experience (0.88)
